"source","dest","loc","bytes","sha256","reason","action"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\LSE_VOLUME_1_FOUNDATIONS_SYSTEMS_SOURCE.html","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\LSE_VOLUME_1_FOUNDATIONS_SYSTEMS_SOURCE.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX","429386","C489816BDE2CAB5283FC01F719FBF6D9C5C31E8A3721E2E37C72462FF7BAE970","already in repo","skip"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\LSE_VOLUME_3_CROPS_IPM_DIAGNOSTICS_SOURCE.html","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\LSE_VOLUME_3_CROPS_IPM_DIAGNOSTICS_SOURCE.html","LSE_FINAL_IMAGE_AND_SPLIT_FIX","719609","1DA4688A15BD54EB1E175BA05B7347849E3CFCFCBF857D9BB59AAC06F601282F","already in repo","skip"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\MANIFEST.json","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\MANIFEST.json","LSE_FINAL_IMAGE_AND_SPLIT_FIX","2236","60FA6EEC3519EDC2AF0DE48BD4D62CC21AC8DC245D6F229BB497FEB9093CFDD6","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\verify.py","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\verify.py","LSE_FINAL_IMAGE_AND_SPLIT_FIX","29296","8567FBA8B09C809ECD8103AB3BE93C3FB5016DFB265A3C5301A860EB695116D9","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\.githooks\pre-commit","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\.githooks\pre-commit","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1428","5697E152BDD143AE67C741DF34ABFD3E638C9E679F8399C148038D9BD2FF3F02","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_001__LSE_FOUND_B26_ABIOTIC_Pepper_Sunscald_ExposedFruit_DonFerrin_Bugwood_CC-BY-3.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_001__LSE_FOUND_B26_ABIOTIC_Pepper_Sunscald_ExposedFruit_DonFerrin_Bugwood_CC-BY-3.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","584242","0FB92F7CD56C6B769A6D27B758A46A2BEF2CD513952B28353A334CAE26D9CABE","already in repo","skip"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","231166","2F13FD9BD51E7072009E5F9729192B748880A23E3BD1EFFCF7CE9E9CA2180E9D","already in repo","skip"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_010__LSE_FOUND_B26_PEST_SquashBug_EggMass_Cucurbit_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID1243022.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_010__LSE_FOUND_B26_PEST_SquashBug_EggMass_Cucurbit_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID1243022.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","908146","06F33CCF96DB13DFD0CD568E6FC3C0304A327990B27D930BB76333FB5A9A92A4","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_011__LSE_FOUND_B26_PEST_SquashBug_Eggs_AnasaTristis_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID5024062.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_011__LSE_FOUND_B26_PEST_SquashBug_Eggs_AnasaTristis_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID5024062.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1147478","C8D6CE9B2B43E85A1B05AE5DA86A58D61587E107B5D75203E6371956923CACAB","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_013__LSE_FOUND_B26_PEST_SquashBug_AdultMatingPair_AnasaTristis_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID5364122.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_013__LSE_FOUND_B26_PEST_SquashBug_AdultMatingPair_AnasaTristis_WhitneyCranshaw-CSU-Bugwood_CC-BY-3_ID5364122.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","166018","662AD927C0DC5EC9835D893FE091F073E05FFC82859376BC8EFD8A72017B3070","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_023__LSE_FOUND_B27_ABIOTIC_Tomato_GlyphosateInjury_BrendaKennedy-UKY-Bugwood_CC-BY-3_ID5544134.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_023__LSE_FOUND_B27_ABIOTIC_Tomato_GlyphosateInjury_BrendaKennedy-UKY-Bugwood_CC-BY-3_ID5544134.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1428244","3BBC0007A7D7D32EAF7BE2E9CFA791C345503B72D1951361AD00087118A20A4C","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_024__LSE_FOUND_B27_ABIOTIC_Tomato_PhenoxyHerbicideDamage_RebekahWallace-UGA-Bugwood_CC-BY-NC-3_ID5393366.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_024__LSE_FOUND_B27_ABIOTIC_Tomato_PhenoxyHerbicideDamage_RebekahWallace-UGA-Bugwood_CC-BY-NC-3_ID5393366.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","288790","118F0E1E34A54F743CDD2374B156D61B9160977CBF68BE2498C93D2094E543ED","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_027__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_LarvaEmergingFromSeed_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619673.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_027__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_LarvaEmergingFromSeed_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619673.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","322567","8FFD4EF5516C219C7CF87017DE97F0130A76606C831B2326BD402C622FA367A8","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_028__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_Larva_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619672.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_028__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_Larva_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619672.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","476194","55D45B864F784D40790E02E0E80C57152779CD71E4BE3FC324BF9591EB98DC69","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_029__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_AdultOnSeedPod_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619670.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_029__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_AdultOnSeedPod_BrantleeSpakesRichter-UF-Bugwood_CC-BY-NC-3_ID5619670.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","129845","C09C70D3F5A9278AACA728AD04B2E46D8D4DFFCA9B5AC52A493536696793FBFE","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_030__LSE_FOUND_B27_PEST_Eggplant_FleaBeetle_AdultsAndShotHoleInjury_DavidCappaert-Bugwood_CC-BY-NC-3_ID5381045.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_030__LSE_FOUND_B27_PEST_Eggplant_FleaBeetle_AdultsAndShotHoleInjury_DavidCappaert-Bugwood_CC-BY-NC-3_ID5381045.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","739388","C1885183B1C24E1CB7C90A18F107C37A2A792625D2B51F13D8535B7C55C53F9A","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_054__LSE_FOUND_B28_PEST_SquashVineBorer_VineDamage_AltonSparksJr-UGA-Bugwood_CC-BY-3_ID1327020.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_054__LSE_FOUND_B28_PEST_SquashVineBorer_VineDamage_AltonSparksJr-UGA-Bugwood_CC-BY-3_ID1327020.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","675238","C262C8F6DD6F237E9783B2AAC770AFED124C15ACEEC7801CD9E3177F0719779F","unique, archive","copy"
